400	1.715E7
401	1.729E7
402	1.82E7
403	1.736E7
404	1.855E7
405	1.729E7
406	1.708E7
407	1.659E7
408	1.785E7
409	2.058E7
410	1.715E7
411	2.023E7
412	2.149E7
413	2.058E7
414	2.016E7
415	2.149E7
416	2.17E7
417	2.128E7
418	2.079E7
419	2.163E7
420	1.834E7
421	2.324E7
422	2.289E7
423	1.883E7
424	2.184E7
425	2.268E7
426	2.226E7
427	2.135E7
428	2.184E7
429	1.981E7
430	1.596E7
431	1.449E7
432	2.639E7
433	2.345E7
434	2.303E7
435	2.527E7
436	2.8E7
437	2.877E7
438	2.625E7
439	2.534E7
440	2.954E7
441	2.905E7
442	3.08E7
443	3.122E7
444	3.129E7
445	3.311E7
446	2.975E7
447	3.388E7
448	3.479E7
449	3.528E7
450	3.598E7
451	3.99E7
452	3.752E7
453	3.507E7
454	3.745E7
455	3.766E7
456	3.808E7
457	3.962E7
458	3.885E7
459	3.85E7
460	3.906E7
461	4.13E7
462	3.976E7
463	4.039E7
464	4.13E7
465	4.06E7
466	4.116E7
467	4.032E7
468	4.326E7
469	4.263E7
470	4.27E7
471	4.277E7
472	4.305E7
473	4.207E7
474	4.298E7
475	4.473E7
476	4.41E7
477	4.41E7
478	4.55E7
479	4.445E7
480	4.487E7
481	4.508E7
482	4.683E7
483	4.697E7
484	4.557E7
485	4.571E7
486	3.738E7
487	4.221E7
488	4.655E7
489	4.305E7
490	4.907E7
491	4.613E7
492	4.48E7
493	4.837E7
494	4.774E7
495	5.075E7
496	4.97E7
497	4.872E7
498	4.746E7
499	4.76E7
500	4.753E7
501	4.697E7
502	4.69E7
503	4.998E7
504	4.543E7
505	4.991E7
506	5.355E7
507	5.04E7
508	4.907E7
509	5.348E7
510	5.201E7
511	5.18E7
512	5.474E7
513	5.047E7
514	5.026E7
515	5.173E7
516	5.397E7
517	4.039E7
518	5.005E7
519	4.809E7
520	5.334E7
521	5.383E7
522	5.565E7
523	5.187E7
524	5.614E7
525	5.712E7
526	5.418E7
527	4.753E7
528	5.733E7
529	5.957E7
530	5.691E7
531	6.293E7
532	6.013E7
533	5.362E7
534	5.775E7
535	5.887E7
536	6.363E7
537	6.013E7
538	6.139E7
539	6.125E7
540	6.09E7
541	5.621E7
542	6.174E7
543	5.943E7
544	6.475E7
545	6.398E7
546	6.223E7
547	6.531E7
548	6.195E7
549	6.531E7
550	6.426E7
551	6.412E7
552	6.72E7
553	6.524E7
554	6.755E7
555	6.762E7
556	6.615E7
557	6.496E7
558	6.72E7
559	6.482E7
560	6.657E7
561	7.42E7
562	6.762E7
563	7.14E7
564	7.07E7
565	7.07E7
566	6.566E7
567	7.07E7
568	7.14E7
569	6.937E7
570	7.07E7
571	6.874E7
572	7.21E7
573	7.35E7
574	7.28E7
575	7.21E7
576	7.07E7
577	7.42E7
578	7.35E7
579	7.21E7
580	7.49E7
581	7.42E7
582	7.56E7
583	7.63E7
584	7.7E7
585	7.7E7
586	7.35E7
587	7.7E7
588	7.63E7
589	6.391E7
590	6.643E7
591	7.21E7
592	6.811E7
593	7.56E7
594	7.28E7
595	7.21E7
596	7.42E7
597	7.49E7
598	7.42E7
599	7.56E7
600	7.7E7
601	7.7E7
602	7.63E7
603	7.7E7
604	7.98E7
605	8.05E7
606	7.98E7
607	7.91E7
608	7.91E7
609	7.84E7
610	7.7E7
611	7.84E7
612	7.77E7
613	7.63E7
614	7.42E7
615	7.77E7
616	7.35E7
617	7.35E7
618	7.77E7
619	7.7E7
620	7.91E7
621	8.12E7
622	7.7E7
623	7.7E7
624	7.7E7
625	7.42E7
626	7.49E7
627	7.63E7
628	7.28E7
629	7.56E7
630	7.42E7
631	7.7E7
632	7.21E7
633	7.77E7
634	7.56E7
635	7.77E7
636	7.49E7
637	7.7E7
638	7.91E7
639	7.91E7
640	7.7E7
641	7.77E7
642	7.77E7
643	7.91E7
644	7.84E7
645	7.91E7
646	7.49E7
647	7.35E7
648	7.07E7
649	7.56E7
650	7.35E7
651	7.98E7
652	7.7E7
653	7.91E7
654	7.77E7
655	7.28E7
656	6.321E7
657	6.867E7
658	7.84E7
659	7.84E7
660	7.91E7
661	7.98E7
662	8.05E7
663	7.91E7
664	7.7E7
665	7.84E7
666	7.98E7
667	7.91E7
668	7.91E7
669	8.05E7
670	7.91E7
671	7.84E7
672	7.84E7
673	7.98E7
674	7.98E7
675	7.98E7
676	8.05E7
677	7.91E7
678	7.98E7
679	7.91E7
680	7.98E7
681	7.98E7
682	7.98E7
683	7.98E7
684	7.84E7
685	7.91E7
686	7.56E7
687	4.711E7
688	6.391E7
689	6.769E7
690	7.07E7
691	7.28E7
692	7.28E7
693	6.783E7
694	6.335E7
695	6.909E7
696	6.881E7
697	7.7E7
698	7.56E7
699	7.35E7
700	7.21E7
701	6.804E7
702	6.839E7
703	7.07E7
704	7.21E7
705	7.21E7
706	7.35E7
707	7.35E7
708	7.63E7
709	7.42E7
710	7.56E7
711	7.63E7
712	7.49E7
713	7.42E7
714	7.56E7
715	7E7
716	7.28E7
717	5.922E7
718	4.949E7
719	4.347E7
720	4.676E7
721	6.524E7
722	6.65E7
723	6.433E7
724	5.04E7
725	4.956E7
726	5.754E7
727	5.509E7
728	4.739E7
729	4.732E7
730	5.957E7
731	5.306E7
732	5.565E7
733	6.461E7
734	7.28E7
735	6.713E7
736	6.965E7
737	7.07E7
738	7.28E7
739	7E7
740	7.28E7
741	7.35E7
742	7.35E7
743	7.56E7
744	7.63E7
745	7.42E7
746	7.56E7
747	7.7E7
748	7.56E7
749	7.56E7
750	7.49E7
751	7.49E7
752	7.63E7
753	7.49E7
754	7.63E7
755	7.63E7
756	7.49E7
757	7.56E7
758	7.56E7
759	7.21E7
760	1.491E7
761	1.001E7
762	4.165E7
763	3.353E7
764	3.843E7
765	5.026E7
766	5.761E7
767	6.181E7
768	7.07E7
769	7.28E7
770	7.21E7
771	7.42E7
772	7.42E7
773	7.42E7
774	7.49E7
775	7.14E7
776	7.42E7
777	7.35E7
778	7.28E7
779	7.35E7
780	7.35E7
781	7.42E7
782	7.42E7
783	7.21E7
784	7.28E7
785	7.28E7
786	7.07E7
787	7.14E7
788	6.923E7
789	6.958E7
790	6.552E7
791	6.552E7
792	6.636E7
793	6.769E7
794	6.965E7
795	6.762E7
796	6.237E7
797	6.699E7
798	6.79E7
799	6.867E7
800	6.51E7
801	6.552E7
802	6.664E7
803	6.524E7
804	6.51E7
805	6.384E7
806	6.804E7
807	6.636E7
808	6.748E7
809	6.426E7
810	6.258E7
811	6.265E7
812	6.013E7
813	5.537E7
814	4.928E7
815	4.536E7
816	4.886E7
817	3.626E7
818	4.704E7
819	4.662E7
820	4.41E7
821	6.083E7
822	5.481E7
823	3.22E7
824	5.138E7
825	5.824E7
826	5.306E7
827	5.803E7
828	4.529E7
829	5.446E7
830	5.194E7
831	5.166E7
832	5.033E7
833	5.418E7
834	5.537E7
835	5.838E7
836	5.894E7
837	5.838E7
838	6.034E7
839	6.048E7
840	6.209E7
841	6.237E7
842	6.02E7
843	6.419E7
844	6.111E7
845	6.356E7
846	6.44E7
847	6.251E7
848	6.356E7
849	6.405E7
850	5.53E7
851	6.286E7
852	6.104E7
853	6.209E7
854	4.942E7
855	5.439E7
856	6.174E7
857	6.286E7
858	6.132E7
859	6.146E7
860	6.118E7
861	6.104E7
862	6.09E7
863	6.202E7
864	6.188E7
865	6.069E7
866	5.082E7
867	5.411E7
868	5.859E7
869	5.782E7
870	6.02E7
871	6.034E7
872	6.02E7
873	6.048E7
