400	9.08E6
401	9.04E6
402	9.68E6
403	9.12E6
404	9.92E6
405	9.2E6
406	9.16E6
407	9E6
408	9.84E6
409	1.104E7
410	9.28E6
411	1.096E7
412	1.148E7
413	1.088E7
414	1.076E7
415	1.156E7
416	1.164E7
417	1.128E7
418	1.104E7
419	1.144E7
420	9.68E6
421	1.22E7
422	1.172E7
423	9.96E6
424	1.092E7
425	1.136E7
426	1.092E7
427	1.052E7
428	1.064E7
429	9.68E6
430	7.76E6
431	6.96E6
432	1.256E7
433	1.116E7
434	1.056E7
435	1.148E7
436	1.276E7
437	1.288E7
438	1.152E7
439	1.112E7
440	1.244E7
441	1.244E7
442	1.308E7
443	1.316E7
444	1.308E7
445	1.368E7
446	1.224E7
447	1.4E7
448	1.416E7
449	1.432E7
450	1.468E7
451	1.584E7
452	1.472E7
453	1.368E7
454	1.46E7
455	1.468E7
456	1.504E7
457	1.512E7
458	1.484E7
459	1.484E7
460	1.468E7
461	1.52E7
462	1.492E7
463	1.488E7
464	1.492E7
465	1.468E7
466	1.512E7
467	1.456E7
468	1.54E7
469	1.52E7
470	1.496E7
471	1.496E7
472	1.512E7
473	1.492E7
474	1.496E7
475	1.552E7
476	1.5E7
477	1.488E7
478	1.556E7
479	1.484E7
480	1.512E7
481	1.508E7
482	1.54E7
483	1.544E7
484	1.488E7
485	1.496E7
486	1.212E7
487	1.368E7
488	1.484E7
489	1.384E7
490	1.58E7
491	1.484E7
492	1.428E7
493	1.548E7
494	1.504E7
495	1.612E7
496	1.584E7
497	1.548E7
498	1.52E7
499	1.536E7
500	1.544E7
501	1.52E7
502	1.52E7
503	1.624E7
504	1.492E7
505	1.68E7
506	1.824E7
507	1.712E7
508	1.696E7
509	1.868E7
510	1.856E7
511	1.904E7
512	2.028E7
513	1.924E7
514	1.916E7
515	2.016E7
516	2.168E7
517	1.656E7
518	2.08E7
519	2.04E7
520	2.284E7
521	2.364E7
522	2.496E7
523	2.38E7
524	2.648E7
525	2.664E7
526	2.604E7
527	2.316E7
528	2.828E7
529	2.948E7
530	2.816E7
531	3.108E7
532	2.996E7
533	2.656E7
534	2.92E7
535	2.992E7
536	3.196E7
537	2.988E7
538	3.14E7
539	3.136E7
540	3.08E7
541	2.796E7
542	3.144E7
543	3.036E7
544	3.212E7
545	3.156E7
546	3.076E7
547	3.228E7
548	3.02E7
549	3.184E7
550	3.12E7
551	3.112E7
552	3.248E7
553	3.12E7
554	3.22E7
555	3.224E7
556	3.124E7
557	3.02E7
558	3.12E7
559	2.928E7
560	2.916E7
561	3.18E7
562	2.896E7
563	3.004E7
564	2.932E7
565	2.94E7
566	2.68E7
567	2.84E7
568	2.812E7
569	2.668E7
570	2.644E7
571	2.52E7
572	2.62E7
573	2.628E7
574	2.564E7
575	2.492E7
576	2.408E7
577	2.476E7
578	2.392E7
